FIPS_Code,State,Area_Name,Attribute,Value
48071,TX,Chambers County,PCTPOVALL_2023,8.6
48073,TX,Cherokee County,PCTPOVALL_2023,18.900000000000002
48075,TX,Childress County,PCTPOVALL_2023,19.900000000000002
48077,TX,Clay County,PCTPOVALL_2023,11.700000000000001
48079,TX,Cochran County,PCTPOVALL_2023,22.0
48081,TX,Coke County,PCTPOVALL_2023,13.0
48083,TX,Coleman County,PCTPOVALL_2023,17.7
48085,TX,Collin County,PCTPOVALL_2023,6.4
48087,TX,Collingsworth County,PCTPOVALL_2023,18.900000000000002
48089,TX,Colorado County,PCTPOVALL_2023,14.5
48091,TX,Comal County,PCTPOVALL_2023,7.1000000000000005
48093,TX,Comanche County,PCTPOVALL_2023,17.6
48095,TX,Concho County,PCTPOVALL_2023,22.200000000000003
48097,TX,Cooke County,PCTPOVALL_2023,12.5
48099,TX,Coryell County,PCTPOVALL_2023,12.200000000000001
48101,TX,Cottle County,PCTPOVALL_2023,20.1
48103,TX,Crane County,PCTPOVALL_2023,11.700000000000001
48105,TX,Crockett County,PCTPOVALL_2023,15.3
48107,TX,Crosby County,PCTPOVALL_2023,21.700000000000003
48109,TX,Culberson County,PCTPOVALL_2023,20.5
48111,TX,Dallam County,PCTPOVALL_2023,12.200000000000001
48113,TX,Dallas County,PCTPOVALL_2023,13.8
48115,TX,Dawson County,PCTPOVALL_2023,19.700000000000003
48117,TX,Deaf Smith County,PCTPOVALL_2023,16.5
48119,TX,Delta County,PCTPOVALL_2023,15.100000000000001
48121,TX,Denton County,PCTPOVALL_2023,6.1000000000000005
48123,TX,DeWitt County,PCTPOVALL_2023,18.3
48125,TX,Dickens County,PCTPOVALL_2023,18.400000000000002
48127,TX,Dimmit County,PCTPOVALL_2023,27.3
48129,TX,Donley County,PCTPOVALL_2023,16.900000000000002
48131,TX,Duval County,PCTPOVALL_2023,29.1
48133,TX,Eastland County,PCTPOVALL_2023,16.3
48135,TX,Ector County,PCTPOVALL_2023,11.700000000000001
48137,TX,Edwards County,PCTPOVALL_2023,19.700000000000003
48139,TX,Ellis County,PCTPOVALL_2023,7.4
48141,TX,El Paso County,PCTPOVALL_2023,18.5
48143,TX,Erath County,PCTPOVALL_2023,15.8
48145,TX,Falls County,PCTPOVALL_2023,20.1
48147,TX,Fannin County,PCTPOVALL_2023,14.200000000000001
48149,TX,Fayette County,PCTPOVALL_2023,9.3
48151,TX,Fisher County,PCTPOVALL_2023,14.3
48153,TX,Floyd County,PCTPOVALL_2023,20.3
48155,TX,Foard County,PCTPOVALL_2023,16.8
48157,TX,Fort Bend County,PCTPOVALL_2023,8.5
48159,TX,Franklin County,PCTPOVALL_2023,14.100000000000001
48161,TX,Freestone County,PCTPOVALL_2023,15.4
48163,TX,Frio County,PCTPOVALL_2023,25.6
48165,TX,Gaines County,PCTPOVALL_2023,13.4
48167,TX,Galveston County,PCTPOVALL_2023,11.5
48169,TX,Garza County,PCTPOVALL_2023,18.5
48171,TX,Gillespie County,PCTPOVALL_2023,10.0
48173,TX,Glasscock County,PCTPOVALL_2023,8.1
48175,TX,Goliad County,PCTPOVALL_2023,13.8
48177,TX,Gonzales County,PCTPOVALL_2023,17.6
48179,TX,Gray County,PCTPOVALL_2023,17.3
48181,TX,Grayson County,PCTPOVALL_2023,10.9
48183,TX,Gregg County,PCTPOVALL_2023,16.0
48185,TX,Grimes County,PCTPOVALL_2023,14.9
48187,TX,Guadalupe County,PCTPOVALL_2023,8.1
48189,TX,Hale County,PCTPOVALL_2023,19.3
48191,TX,Hall County,PCTPOVALL_2023,22.1
48193,TX,Hamilton County,PCTPOVALL_2023,13.700000000000001
48195,TX,Hansford County,PCTPOVALL_2023,11.600000000000001
48197,TX,Hardeman County,PCTPOVALL_2023,16.400000000000002
48199,TX,Hardin County,PCTPOVALL_2023,11.5
48201,TX,Harris County,PCTPOVALL_2023,16.0
48203,TX,Harrison County,PCTPOVALL_2023,17.2
48205,TX,Hartley County,PCTPOVALL_2023,8.5
48207,TX,Haskell County,PCTPOVALL_2023,19.3
48209,TX,Hays County,PCTPOVALL_2023,9.8
48211,TX,Hemphill County,PCTPOVALL_2023,10.100000000000001
48213,TX,Henderson County,PCTPOVALL_2023,16.900000000000002
48215,TX,Hidalgo County,PCTPOVALL_2023,26.900000000000002
48217,TX,Hill County,PCTPOVALL_2023,14.200000000000001
48219,TX,Hockley County,PCTPOVALL_2023,15.100000000000001
48221,TX,Hood County,PCTPOVALL_2023,8.1
48223,TX,Hopkins County,PCTPOVALL_2023,13.0
48225,TX,Houston County,PCTPOVALL_2023,21.8
48227,TX,Howard County,PCTPOVALL_2023,18.0
48229,TX,Hudspeth County,PCTPOVALL_2023,32.0
48231,TX,Hunt County,PCTPOVALL_2023,12.700000000000001
48233,TX,Hutchinson County,PCTPOVALL_2023,14.3
48235,TX,Irion County,PCTPOVALL_2023,8.9
48237,TX,Jack County,PCTPOVALL_2023,13.200000000000001
48239,TX,Jackson County,PCTPOVALL_2023,14.0
48241,TX,Jasper County,PCTPOVALL_2023,16.6
48243,TX,Jeff Davis County,PCTPOVALL_2023,12.8
48245,TX,Jefferson County,PCTPOVALL_2023,20.1
48247,TX,Jim Hogg County,PCTPOVALL_2023,24.6
48249,TX,Jim Wells County,PCTPOVALL_2023,21.200000000000003
48251,TX,Johnson County,PCTPOVALL_2023,9.9
48253,TX,Jones County,PCTPOVALL_2023,20.5
48255,TX,Karnes County,PCTPOVALL_2023,23.6
48257,TX,Kaufman County,PCTPOVALL_2023,9.600000000000001
48259,TX,Kendall County,PCTPOVALL_2023,6.9
48261,TX,Kenedy County,PCTPOVALL_2023,14.9
48263,TX,Kent County,PCTPOVALL_2023,11.600000000000001
48265,TX,Kerr County,PCTPOVALL_2023,12.0
48267,TX,Kimble County,PCTPOVALL_2023,17.400000000000002
48269,TX,King County,PCTPOVALL_2023,9.700000000000001
48271,TX,Kinney County,PCTPOVALL_2023,21.0
48273,TX,Kleberg County,PCTPOVALL_2023,22.1
48275,TX,Knox County,PCTPOVALL_2023,20.5
48277,TX,Lamar County,PCTPOVALL_2023,19.200000000000003
48279,TX,Lamb County,PCTPOVALL_2023,18.3
48281,TX,Lampasas County,PCTPOVALL_2023,11.5
48283,TX,La Salle County,PCTPOVALL_2023,27.1
48285,TX,Lavaca County,PCTPOVALL_2023,12.5
48287,TX,Lee County,PCTPOVALL_2023,11.200000000000001
48289,TX,Leon County,PCTPOVALL_2023,13.700000000000001
48291,TX,Liberty County,PCTPOVALL_2023,14.5
48293,TX,Limestone County,PCTPOVALL_2023,18.0
48295,TX,Lipscomb County,PCTPOVALL_2023,12.600000000000001
48297,TX,Live Oak County,PCTPOVALL_2023,17.0
48299,TX,Llano County,PCTPOVALL_2023,11.700000000000001
48301,TX,Loving County,PCTPOVALL_2023,4.7
48303,TX,Lubbock County,PCTPOVALL_2023,17.1
48305,TX,Lynn County,PCTPOVALL_2023,16.7
48307,TX,McCulloch County,PCTPOVALL_2023,18.5
48309,TX,McLennan County,PCTPOVALL_2023,16.7
48311,TX,McMullen County,PCTPOVALL_2023,12.4
48313,TX,Madison County,PCTPOVALL_2023,18.3
48315,TX,Marion County,PCTPOVALL_2023,21.700000000000003
48317,TX,Martin County,PCTPOVALL_2023,11.9
48319,TX,Mason County,PCTPOVALL_2023,12.4
48321,TX,Matagorda County,PCTPOVALL_2023,17.900000000000002
48323,TX,Maverick County,PCTPOVALL_2023,22.8
48325,TX,Medina County,PCTPOVALL_2023,13.100000000000001
48327,TX,Menard County,PCTPOVALL_2023,20.0
48329,TX,Midland County,PCTPOVALL_2023,10.9
48331,TX,Milam County,PCTPOVALL_2023,15.9
48333,TX,Mills County,PCTPOVALL_2023,14.700000000000001
48335,TX,Mitchell County,PCTPOVALL_2023,21.1
48337,TX,Montague County,PCTPOVALL_2023,13.4
48339,TX,Montgomery County,PCTPOVALL_2023,10.100000000000001
48341,TX,Moore County,PCTPOVALL_2023,13.5
48343,TX,Morris County,PCTPOVALL_2023,19.3
48345,TX,Motley County,PCTPOVALL_2023,16.8
48347,TX,Nacogdoches County,PCTPOVALL_2023,19.6
48349,TX,Navarro County,PCTPOVALL_2023,15.700000000000001
48351,TX,Newton County,PCTPOVALL_2023,18.5
48353,TX,Nolan County,PCTPOVALL_2023,20.400000000000002
48355,TX,Nueces County,PCTPOVALL_2023,17.3
48357,TX,Ochiltree County,PCTPOVALL_2023,11.100000000000001
48359,TX,Oldham County,PCTPOVALL_2023,12.3
48361,TX,Orange County,PCTPOVALL_2023,14.5
48363,TX,Palo Pinto County,PCTPOVALL_2023,16.900000000000002
48365,TX,Panola County,PCTPOVALL_2023,13.600000000000001
48367,TX,Parker County,PCTPOVALL_2023,8.200000000000001
48369,TX,Parmer County,PCTPOVALL_2023,13.4
48371,TX,Pecos County,PCTPOVALL_2023,21.200000000000003
48373,TX,Polk County,PCTPOVALL_2023,18.1
48375,TX,Potter County,PCTPOVALL_2023,17.8
48377,TX,Presidio County,PCTPOVALL_2023,22.900000000000002
48379,TX,Rains County,PCTPOVALL_2023,13.8
48381,TX,Randall County,PCTPOVALL_2023,8.700000000000001
48383,TX,Reagan County,PCTPOVALL_2023,10.700000000000001
48385,TX,Real County,PCTPOVALL_2023,15.700000000000001
48387,TX,Red River County,PCTPOVALL_2023,18.400000000000002
48389,TX,Reeves County,PCTPOVALL_2023,17.6
48391,TX,Refugio County,PCTPOVALL_2023,16.8
48393,TX,Roberts County,PCTPOVALL_2023,9.0
48395,TX,Robertson County,PCTPOVALL_2023,17.0
48397,TX,Rockwall County,PCTPOVALL_2023,5.1000000000000005
48399,TX,Runnels County,PCTPOVALL_2023,15.3
48401,TX,Rusk County,PCTPOVALL_2023,14.200000000000001
48403,TX,Sabine County,PCTPOVALL_2023,14.5
48405,TX,San Augustine County,PCTPOVALL_2023,20.3
48407,TX,San Jacinto County,PCTPOVALL_2023,16.7
48409,TX,San Patricio County,PCTPOVALL_2023,17.2
48411,TX,San Saba County,PCTPOVALL_2023,18.400000000000002
48413,TX,Schleicher County,PCTPOVALL_2023,16.0
48415,TX,Scurry County,PCTPOVALL_2023,15.700000000000001
48417,TX,Shackelford County,PCTPOVALL_2023,12.8
48419,TX,Shelby County,PCTPOVALL_2023,18.0
48421,TX,Sherman County,PCTPOVALL_2023,12.8
48423,TX,Smith County,PCTPOVALL_2023,13.200000000000001
48425,TX,Somervell County,PCTPOVALL_2023,8.8
48427,TX,Starr County,PCTPOVALL_2023,28.8
48429,TX,Stephens County,PCTPOVALL_2023,18.400000000000002
48431,TX,Sterling County,PCTPOVALL_2023,11.5
48433,TX,Stonewall County,PCTPOVALL_2023,15.9
48435,TX,Sutton County,PCTPOVALL_2023,13.4
48437,TX,Swisher County,PCTPOVALL_2023,19.400000000000002
48439,TX,Tarrant County,PCTPOVALL_2023,11.0
48441,TX,Taylor County,PCTPOVALL_2023,13.3
48443,TX,Terrell County,PCTPOVALL_2023,18.6
48445,TX,Terry County,PCTPOVALL_2023,19.3
48447,TX,Throckmorton County,PCTPOVALL_2023,13.100000000000001
48449,TX,Titus County,PCTPOVALL_2023,15.700000000000001
48451,TX,Tom Green County,PCTPOVALL_2023,14.600000000000001
48453,TX,Travis County,PCTPOVALL_2023,10.200000000000001
48455,TX,Trinity County,PCTPOVALL_2023,18.900000000000002
48457,TX,Tyler County,PCTPOVALL_2023,18.5
48459,TX,Upshur County,PCTPOVALL_2023,13.9
48461,TX,Upton County,PCTPOVALL_2023,15.3
48463,TX,Uvalde County,PCTPOVALL_2023,21.0
48465,TX,Val Verde County,PCTPOVALL_2023,20.200000000000003
48467,TX,Van Zandt County,PCTPOVALL_2023,12.0
48469,TX,Victoria County,PCTPOVALL_2023,14.100000000000001
48471,TX,Walker County,PCTPOVALL_2023,22.400000000000002
48473,TX,Waller County,PCTPOVALL_2023,13.9
48475,TX,Ward County,PCTPOVALL_2023,14.100000000000001
48477,TX,Washington County,PCTPOVALL_2023,14.5
48479,TX,Webb County,PCTPOVALL_2023,22.5
48481,TX,Wharton County,PCTPOVALL_2023,15.3
48483,TX,Wheeler County,PCTPOVALL_2023,14.3
48485,TX,Wichita County,PCTPOVALL_2023,17.6
48487,TX,Wilbarger County,PCTPOVALL_2023,16.900000000000002
48489,TX,Willacy County,PCTPOVALL_2023,27.8
48491,TX,Williamson County,PCTPOVALL_2023,6.4
48493,TX,Wilson County,PCTPOVALL_2023,9.9
48495,TX,Winkler County,PCTPOVALL_2023,13.5
48497,TX,Wise County,PCTPOVALL_2023,9.4
48499,TX,Wood County,PCTPOVALL_2023,15.200000000000001
48501,TX,Yoakum County,PCTPOVALL_2023,13.0
48503,TX,Young County,PCTPOVALL_2023,14.5
48505,TX,Zapata County,PCTPOVALL_2023,30.400000000000002
48507,TX,Zavala County,PCTPOVALL_2023,28.900000000000002
49000,UT,Utah,PCTPOVALL_2023,9.0
49001,UT,Beaver County,PCTPOVALL_2023,9.9
49003,UT,Box Elder County,PCTPOVALL_2023,8.5
49005,UT,Cache County,PCTPOVALL_2023,10.700000000000001
49007,UT,Carbon County,PCTPOVALL_2023,14.0
49009,UT,Daggett County,PCTPOVALL_2023,7.6000000000000005
49011,UT,Davis County,PCTPOVALL_2023,6.0
49013,UT,Duchesne County,PCTPOVALL_2023,12.4
49015,UT,Emery County,PCTPOVALL_2023,10.8
49017,UT,Garfield County,PCTPOVALL_2023,10.0
49019,UT,Grand County,PCTPOVALL_2023,10.600000000000001
49021,UT,Iron County,PCTPOVALL_2023,11.600000000000001
49023,UT,Juab County,PCTPOVALL_2023,8.200000000000001
49025,UT,Kane County,PCTPOVALL_2023,8.9
49027,UT,Millard County,PCTPOVALL_2023,9.3
49029,UT,Morgan County,PCTPOVALL_2023,4.3
49031,UT,Piute County,PCTPOVALL_2023,14.100000000000001
49033,UT,Rich County,PCTPOVALL_2023,7.6000000000000005
49035,UT,Salt Lake County,PCTPOVALL_2023,9.5
49037,UT,San Juan County,PCTPOVALL_2023,18.8
49039,UT,Sanpete County,PCTPOVALL_2023,12.9
49041,UT,Sevier County,PCTPOVALL_2023,10.700000000000001
49043,UT,Summit County,PCTPOVALL_2023,5.1000000000000005
49045,UT,Tooele County,PCTPOVALL_2023,6.800000000000001
49047,UT,Uintah County,PCTPOVALL_2023,11.100000000000001
49049,UT,Utah County,PCTPOVALL_2023,9.0
49051,UT,Wasatch County,PCTPOVALL_2023,5.0
49053,UT,Washington County,PCTPOVALL_2023,10.600000000000001
49055,UT,Wayne County,PCTPOVALL_2023,11.4
49057,UT,Weber County,PCTPOVALL_2023,8.5
50000,VT,Vermont,PCTPOVALL_2023,9.9
50001,VT,Addison County,PCTPOVALL_2023,8.700000000000001
50003,VT,Bennington County,PCTPOVALL_2023,11.9
50005,VT,Caledonia County,PCTPOVALL_2023,14.0
50007,VT,Chittenden County,PCTPOVALL_2023,7.800000000000001
50009,VT,Essex County,PCTPOVALL_2023,14.4
50011,VT,Franklin County,PCTPOVALL_2023,9.9
50013,VT,Grand Isle County,PCTPOVALL_2023,8.700000000000001
50015,VT,Lamoille County,PCTPOVALL_2023,9.600000000000001
50017,VT,Orange County,PCTPOVALL_2023,9.700000000000001
50019,VT,Orleans County,PCTPOVALL_2023,14.100000000000001
50021,VT,Rutland County,PCTPOVALL_2023,11.8
50023,VT,Washington County,PCTPOVALL_2023,8.6
50025,VT,Windham County,PCTPOVALL_2023,10.100000000000001
50027,VT,Windsor County,PCTPOVALL_2023,9.9
51000,VA,Virginia,PCTPOVALL_2023,10.200000000000001
51001,VA,Accomack County,PCTPOVALL_2023,17.3
51003,VA,Albemarle County,PCTPOVALL_2023,8.0
51005,VA,Alleghany County,PCTPOVALL_2023,13.9
51007,VA,Amelia County,PCTPOVALL_2023,10.0
51009,VA,Amherst County,PCTPOVALL_2023,12.5
51011,VA,Appomattox County,PCTPOVALL_2023,11.4
51013,VA,Arlington County,PCTPOVALL_2023,7.1000000000000005
51015,VA,Augusta County,PCTPOVALL_2023,8.200000000000001
51017,VA,Bath County,PCTPOVALL_2023,10.5
51019,VA,Bedford County,PCTPOVALL_2023,9.9
51021,VA,Bland County,PCTPOVALL_2023,13.9
51023,VA,Botetourt County,PCTPOVALL_2023,6.300000000000001
51025,VA,Brunswick County,PCTPOVALL_2023,20.8
51027,VA,Buchanan County,PCTPOVALL_2023,22.8
51029,VA,Buckingham County,PCTPOVALL_2023,18.1
51031,VA,Campbell County,PCTPOVALL_2023,12.4
51033,VA,Caroline County,PCTPOVALL_2023,9.3
51035,VA,Carroll County,PCTPOVALL_2023,16.1
51036,VA,Charles City County,PCTPOVALL_2023,11.3
51037,VA,Charlotte County,PCTPOVALL_2023,20.8
51041,VA,Chesterfield County,PCTPOVALL_2023,6.9
51043,VA,Clarke County,PCTPOVALL_2023,7.300000000000001
51045,VA,Craig County,PCTPOVALL_2023,12.3
51047,VA,Culpeper County,PCTPOVALL_2023,9.600000000000001
51049,VA,Cumberland County,PCTPOVALL_2023,14.200000000000001
51051,VA,Dickenson County,PCTPOVALL_2023,19.400000000000002
51053,VA,Dinwiddie County,PCTPOVALL_2023,11.8
51057,VA,Essex County,PCTPOVALL_2023,13.0
51059,VA,Fairfax County,PCTPOVALL_2023,6.1000000000000005
51061,VA,Fauquier County,PCTPOVALL_2023,6.1000000000000005
51063,VA,Floyd County,PCTPOVALL_2023,11.100000000000001
51065,VA,Fluvanna County,PCTPOVALL_2023,7.6000000000000005
51067,VA,Franklin County,PCTPOVALL_2023,11.4
51069,VA,Frederick County,PCTPOVALL_2023,7.4
51071,VA,Giles County,PCTPOVALL_2023,11.3
51073,VA,Gloucester County,PCTPOVALL_2023,7.9
51075,VA,Goochland County,PCTPOVALL_2023,6.7
51077,VA,Grayson County,PCTPOVALL_2023,16.400000000000002
51079,VA,Greene County,PCTPOVALL_2023,8.9
51081,VA,Greensville County,PCTPOVALL_2023,27.3
51083,VA,Halifax County,PCTPOVALL_2023,19.700000000000003
51085,VA,Hanover County,PCTPOVALL_2023,5.300000000000001
51087,VA,Henrico County,PCTPOVALL_2023,9.4
51089,VA,Henry County,PCTPOVALL_2023,16.900000000000002
51091,VA,Highland County,PCTPOVALL_2023,12.9
51093,VA,Isle of Wight County,PCTPOVALL_2023,7.300000000000001
51095,VA,James City County,PCTPOVALL_2023,7.2
51097,VA,King and Queen County,PCTPOVALL_2023,12.700000000000001
51099,VA,King George County,PCTPOVALL_2023,6.300000000000001
51101,VA,King William County,PCTPOVALL_2023,7.1000000000000005
51103,VA,Lancaster County,PCTPOVALL_2023,12.600000000000001
51105,VA,Lee County,PCTPOVALL_2023,25.0
51107,VA,Loudoun County,PCTPOVALL_2023,4.1000000000000005
51109,VA,Louisa County,PCTPOVALL_2023,9.4
51111,VA,Lunenburg County,PCTPOVALL_2023,19.1
51113,VA,Madison County,PCTPOVALL_2023,10.100000000000001
51115,VA,Mathews County,PCTPOVALL_2023,9.200000000000001
51117,VA,Mecklenburg County,PCTPOVALL_2023,14.600000000000001
51119,VA,Middlesex County,PCTPOVALL_2023,12.9
51121,VA,Montgomery County,PCTPOVALL_2023,23.8
51125,VA,Nelson County,PCTPOVALL_2023,13.8
51127,VA,New Kent County,PCTPOVALL_2023,5.6000000000000005
51131,VA,Northampton County,PCTPOVALL_2023,17.5
51133,VA,Northumberland County,PCTPOVALL_2023,12.100000000000001
51135,VA,Nottoway County,PCTPOVALL_2023,17.8
51137,VA,Orange County,PCTPOVALL_2023,8.0
51139,VA,Page County,PCTPOVALL_2023,14.200000000000001
51141,VA,Patrick County,PCTPOVALL_2023,14.4
51143,VA,Pittsylvania County,PCTPOVALL_2023,13.700000000000001
51145,VA,Powhatan County,PCTPOVALL_2023,6.1000000000000005
51147,VA,Prince Edward County,PCTPOVALL_2023,25.1
51149,VA,Prince George County,PCTPOVALL_2023,11.3
51153,VA,Prince William County,PCTPOVALL_2023,6.7
51155,VA,Pulaski County,PCTPOVALL_2023,16.5
51157,VA,Rappahannock County,PCTPOVALL_2023,9.0
51159,VA,Richmond County,PCTPOVALL_2023,15.600000000000001
51161,VA,Roanoke County,PCTPOVALL_2023,7.2
51163,VA,Rockbridge County,PCTPOVALL_2023,11.4
51165,VA,Rockingham County,PCTPOVALL_2023,10.100000000000001
51167,VA,Russell County,PCTPOVALL_2023,18.5
51169,VA,Scott County,PCTPOVALL_2023,20.5
51171,VA,Shenandoah County,PCTPOVALL_2023,9.9
51173,VA,Smyth County,PCTPOVALL_2023,15.100000000000001
51175,VA,Southampton County,PCTPOVALL_2023,13.3
51177,VA,Spotsylvania County,PCTPOVALL_2023,6.6000000000000005
51179,VA,Stafford County,PCTPOVALL_2023,5.300000000000001
51181,VA,Surry County,PCTPOVALL_2023,12.4
51183,VA,Sussex County,PCTPOVALL_2023,20.900000000000002
51185,VA,Tazewell County,PCTPOVALL_2023,21.0
51187,VA,Warren County,PCTPOVALL_2023,9.3
51191,VA,Washington County,PCTPOVALL_2023,12.8
51193,VA,Westmoreland County,PCTPOVALL_2023,12.5
51195,VA,Wise County,PCTPOVALL_2023,18.2
51197,VA,Wythe County,PCTPOVALL_2023,13.5
51199,VA,York County,PCTPOVALL_2023,6.5
51510,VA,Alexandria city,PCTPOVALL_2023,8.5
51520,VA,Bristol city,PCTPOVALL_2023,21.8
51530,VA,Buena Vista city,PCTPOVALL_2023,14.600000000000001
51540,VA,Charlottesville city,PCTPOVALL_2023,19.6
51550,VA,Chesapeake city,PCTPOVALL_2023,10.0
51570,VA,Colonial Heights city,PCTPOVALL_2023,10.4
51580,VA,Covington city,PCTPOVALL_2023,17.7
51590,VA,Danville city,PCTPOVALL_2023,23.400000000000002
51595,VA,Emporia city,PCTPOVALL_2023,20.1
51600,VA,Fairfax city,PCTPOVALL_2023,7.4
51610,VA,Falls Church city,PCTPOVALL_2023,5.1000000000000005
51620,VA,Franklin city,PCTPOVALL_2023,19.8
51630,VA,Fredericksburg city,PCTPOVALL_2023,12.700000000000001
51640,VA,Galax city,PCTPOVALL_2023,20.8
51650,VA,Hampton city,PCTPOVALL_2023,13.4
51660,VA,Harrisonburg city,PCTPOVALL_2023,23.8
51670,VA,Hopewell city,PCTPOVALL_2023,20.0
51678,VA,Lexington city,PCTPOVALL_2023,21.400000000000002
51680,VA,Lynchburg city,PCTPOVALL_2023,19.1
51683,VA,Manassas city,PCTPOVALL_2023,10.700000000000001
51685,VA,Manassas Park city,PCTPOVALL_2023,7.7
51690,VA,Martinsville city,PCTPOVALL_2023,22.5
51700,VA,Newport News city,PCTPOVALL_2023,15.700000000000001
51710,VA,Norfolk city,PCTPOVALL_2023,18.3
51720,VA,Norton city,PCTPOVALL_2023,20.6
51730,VA,Petersburg city,PCTPOVALL_2023,21.200000000000003
51735,VA,Poquoson city,PCTPOVALL_2023,5.800000000000001
51740,VA,Portsmouth city,PCTPOVALL_2023,18.7
51750,VA,Radford city,PCTPOVALL_2023,26.400000000000002
51760,VA,Richmond city,PCTPOVALL_2023,17.6
51770,VA,Roanoke city,PCTPOVALL_2023,18.400000000000002
51775,VA,Salem city,PCTPOVALL_2023,10.4
51790,VA,Staunton city,PCTPOVALL_2023,11.3
51800,VA,Suffolk city,PCTPOVALL_2023,11.100000000000001
51810,VA,Virginia Beach city,PCTPOVALL_2023,8.700000000000001
51820,VA,Waynesboro city,PCTPOVALL_2023,12.9
51830,VA,Williamsburg city,PCTPOVALL_2023,18.8
51840,VA,Winchester city,PCTPOVALL_2023,16.2
53000,WA,Washington,PCTPOVALL_2023,10.3
53001,WA,Adams County,PCTPOVALL_2023,15.100000000000001
53003,WA,Asotin County,PCTPOVALL_2023,14.9
53005,WA,Benton County,PCTPOVALL_2023,11.200000000000001
53007,WA,Chelan County,PCTPOVALL_2023,10.200000000000001
53009,WA,Clallam County,PCTPOVALL_2023,11.9
53011,WA,Clark County,PCTPOVALL_2023,7.5
53013,WA,Columbia County,PCTPOVALL_2023,13.600000000000001
53015,WA,Cowlitz County,PCTPOVALL_2023,13.200000000000001
53017,WA,Douglas County,PCTPOVALL_2023,11.8
53019,WA,Ferry County,PCTPOVALL_2023,17.2
53021,WA,Franklin County,PCTPOVALL_2023,12.8
53023,WA,Garfield County,PCTPOVALL_2023,14.100000000000001
53025,WA,Grant County,PCTPOVALL_2023,15.200000000000001
53027,WA,Grays Harbor County,PCTPOVALL_2023,15.100000000000001
53029,WA,Island County,PCTPOVALL_2023,8.6
53031,WA,Jefferson County,PCTPOVALL_2023,11.0
53033,WA,King County,PCTPOVALL_2023,8.8
53035,WA,Kitsap County,PCTPOVALL_2023,8.700000000000001
53037,WA,Kittitas County,PCTPOVALL_2023,15.200000000000001
53039,WA,Klickitat County,PCTPOVALL_2023,11.9
53041,WA,Lewis County,PCTPOVALL_2023,13.700000000000001
53043,WA,Lincoln County,PCTPOVALL_2023,10.700000000000001
53045,WA,Mason County,PCTPOVALL_2023,12.0
53047,WA,Okanogan County,PCTPOVALL_2023,16.7
53049,WA,Pacific County,PCTPOVALL_2023,13.100000000000001
53051,WA,Pend Oreille County,PCTPOVALL_2023,14.4
53053,WA,Pierce County,PCTPOVALL_2023,9.9
53055,WA,San Juan County,PCTPOVALL_2023,9.4
53057,WA,Skagit County,PCTPOVALL_2023,9.700000000000001
53059,WA,Skamania County,PCTPOVALL_2023,11.0
53061,WA,Snohomish County,PCTPOVALL_2023,8.8
53063,WA,Spokane County,PCTPOVALL_2023,12.5
53065,WA,Stevens County,PCTPOVALL_2023,11.9
53067,WA,Thurston County,PCTPOVALL_2023,9.9
53069,WA,Wahkiakum County,PCTPOVALL_2023,11.3
53071,WA,Walla Walla County,PCTPOVALL_2023,14.9
53073,WA,Whatcom County,PCTPOVALL_2023,12.9
53075,WA,Whitman County,PCTPOVALL_2023,24.8
53077,WA,Yakima County,PCTPOVALL_2023,16.1
54000,WV,West Virginia,PCTPOVALL_2023,16.400000000000002
54001,WV,Barbour County,PCTPOVALL_2023,20.0
54003,WV,Berkeley County,PCTPOVALL_2023,11.3
54005,WV,Boone County,PCTPOVALL_2023,20.8
54007,WV,Braxton County,PCTPOVALL_2023,19.700000000000003
54009,WV,Brooke County,PCTPOVALL_2023,14.100000000000001
54011,WV,Cabell County,PCTPOVALL_2023,19.8
54013,WV,Calhoun County,PCTPOVALL_2023,21.3
54015,WV,Clay County,PCTPOVALL_2023,23.5
54017,WV,Doddridge County,PCTPOVALL_2023,18.900000000000002
54019,WV,Fayette County,PCTPOVALL_2023,16.7
54021,WV,Gilmer County,PCTPOVALL_2023,26.400000000000002
54023,WV,Grant County,PCTPOVALL_2023,16.6
54025,WV,Greenbrier County,PCTPOVALL_2023,18.2
54027,WV,Hampshire County,PCTPOVALL_2023,14.200000000000001
54029,WV,Hancock County,PCTPOVALL_2023,14.100000000000001
54031,WV,Hardy County,PCTPOVALL_2023,13.8
54033,WV,Harrison County,PCTPOVALL_2023,14.4
54035,WV,Jackson County,PCTPOVALL_2023,14.8
54037,WV,Jefferson County,PCTPOVALL_2023,9.0
54039,WV,Kanawha County,PCTPOVALL_2023,15.600000000000001
54041,WV,Lewis County,PCTPOVALL_2023,16.400000000000002
54043,WV,Lincoln County,PCTPOVALL_2023,21.700000000000003
54045,WV,Logan County,PCTPOVALL_2023,19.400000000000002
54047,WV,McDowell County,PCTPOVALL_2023,36.2
54049,WV,Marion County,PCTPOVALL_2023,14.700000000000001
54051,WV,Marshall County,PCTPOVALL_2023,15.100000000000001
54053,WV,Mason County,PCTPOVALL_2023,18.0
54055,WV,Mercer County,PCTPOVALL_2023,19.700000000000003
54057,WV,Mineral County,PCTPOVALL_2023,13.9
54059,WV,Mingo County,PCTPOVALL_2023,28.8
54061,WV,Monongalia County,PCTPOVALL_2023,18.3
54063,WV,Monroe County,PCTPOVALL_2023,16.400000000000002
